"id","age","sex","education","nfc01","nfc02","nfc03","nfc04","nfc05","nfc06","nfc07","nfc08","nfc09","nfc10","nfc11","nfc12","nfc13","nfc14","nfc15","nfc16","action_orientation","effortful_control","self_control"
404,24,"Female","Abitur",4,4,4,1,7,3,4,4,1,3,4,1,1,1,4,4,12,11,1
405,26,"Female","Abitur",5,4,3,2,5,3,2,4,1,2,4,1,4,4,2,2,4,16,1
407,20,NA,"Abitur",7,7,7,1,7,1,1,1,1,1,1,1,7,5,2,2,13,-1,5
408,27,"Male","Abitur",6,5,5,2,6,4,6,3,5,6,4,6,4,5,6,5,9,-6,-1
409,25,"Female","Abitur",7,7,7,1,6,1,2,1,2,1,2,1,3,6,1,1,3,-7,1
410,24,"Female","Abitur",6,3,2,2,1,6,3,3,5,1,6,1,6,1,1,1,8,-3,-1
411,34,"Female","Abitur",5,4,5,2,5,3,1,1,1,3,1,1,6,1,1,1,8,8,0
412,27,"Male","Abitur",6,7,4,4,7,5,3,5,2,5,4,4,4,5,2,2,5,-1,-8
413,25,"Male","Abitur",6,6,4,3,7,1,2,2,2,3,1,2,6,4,5,2,12,9,-9
415,27,"Male","Abitur",7,7,6,6,7,3,2,4,3,2,1,2,5,5,1,1,18,38,18
416,28,"Male","Abitur",6,4,4,2,4,2,1,1,1,1,2,2,4,4,3,3,20,24,-2
417,23,"Female","Abitur",5,3,3,4,5,2,3,6,3,3,3,1,4,2,5,2,5,-20,-13
418,24,"Female","Abitur",7,6,4,2,7,2,2,2,2,1,3,3,4,2,2,4,12,7,6
419,30,"Male","Abitur",6,6,6,2,6,4,2,1,1,3,5,2,3,3,2,2,15,16,5
421,21,"Female","Abitur",5,4,6,2,6,3,3,3,2,3,3,2,5,4,3,5,4,4,-5
422,24,"Female","Abitur",6,6,4,1,5,5,1,3,1,1,2,1,3,4,2,3,9,1,5
424,43,"Female","Abitur",6,6,6,7,7,4,2,6,2,1,1,2,6,6,2,3,22,15,-1
426,25,"Male","Abitur",7,6,7,1,7,2,2,7,1,6,1,1,7,7,2,2,5,-12,-5
427,24,"Female","Abitur",7,2,4,2,4,5,4,4,3,4,3,2,2,2,2,3,22,7,1
428,24,"Female","Abitur",5,6,5,2,4,4,3,5,5,4,4,5,3,3,2,3,7,4,-10
429,25,"Female","Abitur",6,5,3,1,6,4,1,3,1,2,2,1,4,3,1,1,17,6,9
430,25,"Male","Abitur",7,6,5,2,5,3,3,4,2,2,1,2,3,4,2,3,13,8,-5
432,32,"Female","Abitur",4,5,6,3,5,3,3,3,2,3,3,2,4,3,2,2,1,-31,-3
433,26,"Female","Abitur",6,5,4,1,7,1,2,2,4,2,1,1,2,1,2,2,11,22,-3
435,26,"Female","Abitur",7,6,5,1,6,3,2,2,2,4,2,2,6,5,1,1,21,38,8
436,33,"Female","Abitur",5,4,3,5,6,5,2,6,4,3,3,2,4,2,3,3,9,19,2
437,21,"Male","Abitur",6,7,4,1,7,6,1,1,1,6,1,1,5,7,4,2,7,-21,-17
439,23,"Female","Abitur",6,6,4,1,6,4,1,2,4,2,1,1,6,6,2,2,16,31,2
440,22,"Male","Abitur",4,3,5,2,6,3,4,4,5,5,5,6,4,4,5,7,8,4,7
441,25,"Female","Abitur",6,6,4,1,6,3,2,5,3,3,1,2,4,4,2,3,13,16,4
444,20,"Female","Abitur",4,5,5,2,5,4,3,4,3,3,3,3,4,3,4,5,13,17,9
446,25,"Female","Abitur",4,3,3,2,6,5,2,5,1,4,1,1,3,2,1,2,5,-11,-13
447,19,"Male","Abitur",7,7,7,1,7,4,2,1,1,1,4,2,6,3,1,1,11,22,3
449,26,"Female","Abitur",5,5,5,5,6,6,4,3,4,3,4,2,4,2,4,2,10,0,1
450,26,"Female","Abitur",2,4,6,5,7,4,3,2,2,4,1,1,5,2,3,1,9,6,5
451,24,"Female","Abitur",5,4,4,6,5,4,3,4,3,4,3,2,4,4,2,2,5,5,-1
452,30,"Female","Abitur",5,7,5,2,5,1,3,3,1,3,1,1,4,2,3,3,6,-5,1
453,22,"Female","Abitur",6,4,6,2,6,3,3,5,3,3,4,2,4,3,5,5,11,20,10
454,20,"Male","Abitur",7,7,6,2,7,4,1,2,1,2,3,2,7,6,1,1,12,-5,-3
455,19,"Male","Abitur",7,7,4,1,7,3,2,1,1,3,1,3,5,4,2,3,14,23,-1
458,19,"Female","Abitur",5,7,4,1,6,4,1,2,1,3,2,2,4,5,1,2,6,3,6
459,28,"Male","Abitur",6,5,5,4,5,5,2,2,2,2,2,2,4,2,1,1,3,-16,-10
461,39,"Male","Abitur",7,6,6,1,7,2,2,2,2,2,1,2,5,5,1,1,15,15,0
463,20,"Male","Abitur",4,6,3,2,6,4,3,4,3,3,2,1,2,5,1,1,3,-6,-18
464,24,"Female","Abitur",5,5,4,2,5,4,5,6,4,5,6,3,4,3,3,3,2,-3,-7
466,22,"Male","Abitur",5,6,5,2,6,7,3,3,1,3,1,3,5,4,1,1,5,2,-10
467,23,"Female","Abitur",3,7,6,1,7,2,1,2,1,1,2,1,6,6,1,2,9,30,10
468,22,"Female","Abitur",5,5,5,2,5,4,2,3,4,3,1,2,5,4,1,3,11,20,8
470,28,"Male","Abitur",6,6,5,2,6,2,2,5,2,2,4,2,5,4,1,2,11,15,0
472,21,"Female","Abitur",5,5,3,2,7,5,2,3,2,5,2,4,4,6,1,2,7,1,-1
473,26,"Female","Abitur",6,5,5,2,5,5,2,3,2,4,3,2,4,2,1,1,6,9,-7
474,23,"Male","Abitur",6,5,5,3,4,2,3,5,4,2,4,1,3,2,1,2,13,21,6
475,20,"Female","Abitur",6,4,5,2,6,4,3,5,3,4,3,2,4,2,1,2,12,17,-9
478,33,"Female","Abitur",6,7,6,1,6,2,2,2,1,1,2,3,4,4,1,1,17,-4,12
481,20,"Female","Abitur",6,4,5,1,7,2,4,4,1,2,2,2,4,4,2,3,7,12,4
482,21,"Male","Abitur",5,3,2,1,7,6,3,4,2,6,3,1,4,3,1,1,5,-1,-15
484,24,"Female","Abitur",5,1,1,5,6,7,4,6,5,4,2,2,1,1,1,1,9,1,0
485,23,"Female","Abitur",3,2,1,4,2,6,3,1,2,2,6,3,1,1,6,6,13,21,12
486,21,"Female","Abitur",5,5,5,2,6,3,2,3,1,2,3,1,4,4,2,4,17,18,10
487,22,"Male","Abitur",6,5,5,2,6,3,3,4,3,2,3,2,5,4,2,3,12,25,10
488,22,"Female","Abitur",7,2,4,3,5,5,2,5,2,4,2,3,5,4,1,2,17,23,17
489,24,"Male","Abitur",5,5,7,3,6,3,3,3,3,3,2,3,3,5,1,1,20,19,12
490,26,"Male","Abitur",7,3,6,3,6,2,1,1,1,1,1,1,7,4,1,1,12,-1,-7
492,24,"Male","Abitur",6,3,2,3,6,2,5,6,3,2,5,4,4,2,6,5,23,29,16
493,20,"Male","Abitur",7,6,6,1,7,5,2,3,1,5,2,5,3,5,5,5,16,16,10
494,25,"Female","Abitur",5,3,5,1,7,6,3,2,1,5,2,3,1,2,2,2,6,20,11
495,21,"Female","Abitur",3,5,3,3,4,5,3,6,2,5,5,3,3,2,2,3,7,26,15
499,22,"Male","Abitur",4,5,3,5,7,2,1,2,1,5,2,1,5,5,1,2,5,8,3
500,21,"Female","Abitur",6,3,4,2,7,3,3,3,1,4,1,1,4,4,1,4,5,-21,-7
501,25,"Male","Abitur",7,7,5,7,7,3,2,2,2,2,2,1,4,2,1,1,14,30,-9
502,20,"Female","Abitur",6,7,5,2,7,4,2,2,2,3,2,2,6,5,2,2,11,23,10
504,27,"Male","Abitur",6,5,4,1,6,3,2,3,3,2,2,2,5,4,2,1,18,15,9
505,21,"Male","Abitur",7,5,7,1,7,4,2,6,7,2,1,1,6,7,2,2,15,21,-6
506,26,"Female","Abitur",7,4,4,2,7,4,4,2,5,2,1,1,4,1,1,1,14,25,16
507,29,"Male","Abitur",7,6,6,2,6,3,5,6,4,2,3,4,5,4,1,3,12,3,-2
508,24,"Male","Abitur",6,4,6,1,6,3,3,3,1,2,2,1,5,4,3,5,6,1,-4
509,23,"Female","Abitur",5,4,7,1,7,1,1,5,1,2,3,1,3,6,2,5,16,23,12
510,24,"Male","Abitur",6,6,6,1,6,6,2,5,2,2,3,1,2,2,1,1,15,15,4
511,27,"Female","Abitur",5,6,3,5,7,2,4,5,1,2,2,1,3,2,1,2,6,-5,-9
512,19,"Male","Abitur",6,5,5,3,6,2,5,7,5,6,6,5,2,1,4,3,8,-5,0
513,22,"Female","Abitur",6,6,6,2,6,5,2,6,4,2,1,2,6,6,2,2,8,18,4
514,22,"Female","Abitur",5,5,5,2,7,5,2,3,3,3,2,2,3,2,2,3,14,11,-2
515,20,"Male","Abitur",6,5,4,2,7,4,2,4,2,3,2,3,6,5,3,1,14,0,-10
516,25,"Male","Abitur",5,4,1,1,7,1,1,4,2,2,6,2,1,1,6,6,10,-15,-13
517,21,"Male","Abitur",6,7,5,6,6,3,2,1,4,2,3,3,6,5,3,1,8,7,-1
520,23,"Female","Abitur",6,5,2,2,7,4,5,7,2,3,2,3,2,1,2,2,8,-5,7
521,21,"Female","Abitur",7,6,1,1,7,4,2,2,1,2,2,1,5,1,1,2,10,13,-7
524,26,"Female","Abitur",6,6,6,2,6,1,2,2,2,2,2,1,4,2,1,1,4,-12,-1
525,22,"Female","Abitur",6,5,4,1,5,6,4,4,3,4,3,5,4,3,3,4,11,-4,-4
527,28,"Female","Abitur",3,4,3,6,6,3,4,5,3,3,4,2,3,2,3,3,6,-2,-7
528,20,"Male","Abitur",6,7,7,1,7,4,1,2,3,2,7,5,6,6,1,2,2,9,3
529,26,"Female","Abitur",6,5,6,2,7,4,1,5,2,1,3,1,5,4,2,2,5,6,-1
531,28,"Female","Abitur",5,4,6,2,7,5,3,4,2,4,3,3,4,1,2,3,8,-7,0
534,20,"Female","Abitur",6,4,5,3,6,4,4,3,2,2,2,5,3,3,4,2,8,9,11
535,25,"Male","Abitur",6,6,4,2,6,3,2,2,3,2,5,2,4,5,6,3,17,9,-5
537,27,"Male","Abitur",7,7,6,3,6,6,1,1,1,3,2,4,5,5,1,1,15,14,2
538,26,"Male","Abitur",6,7,5,1,7,4,2,4,4,2,1,1,4,4,2,2,18,12,0
540,20,"Female","Abitur",6,3,6,2,7,1,1,2,1,2,1,1,6,4,2,1,6,-7,-2
541,29,"Female","Other",6,5,6,5,4,6,4,7,7,7,1,3,3,2,2,2,10,-17,-12
542,20,"Female","Abitur",6,4,4,3,5,4,2,3,3,4,5,3,3,2,3,1,18,7,0
543,NA,"Female","Abitur",7,7,6,6,7,3,2,2,1,2,3,2,4,5,2,2,10,6,-5
544,24,"Female","Abitur",5,6,6,1,7,2,1,2,1,2,1,2,4,3,1,1,14,33,12
545,20,"Female","Abitur",6,5,5,2,2,4,3,3,2,2,4,1,4,3,2,1,6,14,7
546,20,"Female","Abitur",7,6,6,3,6,4,2,3,1,3,1,1,5,4,2,2,17,15,5
547,22,"Female","Abitur",5,4,3,5,5,3,5,6,2,2,3,2,3,2,5,6,11,7,6
548,20,"Female","Secondary",1,2,3,6,3,6,6,5,4,6,7,5,2,1,2,3,12,1,-6
549,21,"Female","Abitur",6,5,5,2,6,4,3,4,5,3,4,4,3,5,2,4,9,13,-4
552,26,"Male","Abitur",7,2,4,2,7,2,1,2,1,1,1,2,1,4,1,2,20,37,18
553,19,"Female","Abitur",6,3,5,2,6,4,3,4,1,3,2,2,3,3,3,3,13,10,-7
554,25,"Female","Abitur",7,6,5,1,6,4,2,2,2,1,2,1,2,3,1,1,6,16,11
555,23,"Male","Abitur",5,5,5,3,6,3,3,3,4,3,5,3,4,4,3,3,2,-3,2
558,23,"Male","Abitur",7,5,5,3,7,2,2,2,2,4,3,4,5,4,2,2,13,3,0
560,29,"Female","Abitur",7,5,5,1,7,4,2,2,1,1,1,1,5,5,1,1,16,28,12
561,29,"Female","Abitur",6,5,5,2,7,6,3,4,2,5,2,1,4,3,2,4,14,15,6
563,25,"Male","Abitur",6,6,6,2,6,4,3,3,3,3,3,2,5,5,3,4,5,3,-4
566,22,"Female","Abitur",5,4,3,1,5,1,3,4,1,1,1,1,4,3,4,3,11,18,14
567,21,"Male","Abitur",6,5,4,6,6,5,1,2,1,3,1,2,5,2,3,4,7,16,-3
569,20,"Male","Abitur",6,6,4,3,7,7,2,3,3,4,2,3,4,2,2,2,15,0,0
570,22,"Female","Abitur",3,3,4,2,6,4,4,6,1,2,2,3,1,2,2,4,5,5,-6
571,25,"Male","Abitur",7,6,4,7,7,1,1,2,1,1,1,1,6,7,2,1,16,-19,-10
572,21,"Female","Abitur",6,5,3,1,6,5,3,2,1,2,2,1,6,4,2,4,7,-6,-12
573,23,"Male","Abitur",5,4,3,2,5,3,4,3,2,3,5,3,3,2,2,2,4,-8,-20
574,28,"Male","Abitur",6,5,3,2,5,4,2,4,4,4,3,2,3,3,1,3,10,-2,-9
575,24,"Male","Abitur",5,3,4,2,6,4,3,6,3,3,6,5,4,4,3,4,11,-1,-2
576,22,"Female","Abitur",7,6,6,2,7,1,2,1,1,2,1,1,6,5,2,2,11,-2,0
577,26,"Male","Abitur",6,6,4,2,5,2,3,4,1,4,4,3,4,4,3,3,13,12,1
578,24,"Male","Abitur",4,1,5,2,4,4,1,3,7,7,2,1,1,1,2,5,11,0,-11
581,25,"Female","Abitur",7,5,4,2,4,3,2,2,1,1,2,1,5,4,1,1,21,8,0
582,20,"Male","Abitur",5,7,6,1,7,1,1,2,1,2,1,1,4,4,1,2,12,3,10
583,21,"Female","Abitur",5,4,4,2,5,4,4,4,5,6,4,3,2,2,4,5,6,2,-1
584,27,"Female","Abitur",7,7,7,1,6,3,2,4,1,1,2,1,7,4,1,2,21,32,11
586,25,"Male","Abitur",2,5,2,4,2,7,5,4,3,4,4,3,2,2,1,1,16,-4,-13
587,25,"Male","Abitur",5,4,4,4,3,6,5,4,3,5,4,4,5,4,4,4,18,3,0
588,28,"Female","Abitur",6,5,6,6,7,4,2,2,1,5,1,1,4,4,2,2,3,-15,-11
589,22,"Female","Abitur",6,5,5,2,7,3,4,2,1,3,1,3,4,5,1,2,21,26,16
590,25,"Female","Other",5,5,6,4,7,5,2,2,4,5,2,2,6,4,2,2,4,-4,-12
591,24,"Female","Abitur",5,2,3,3,4,3,3,6,4,3,3,5,3,3,5,3,8,0,-6
592,20,"Female","Abitur",5,6,5,2,6,5,2,4,2,3,3,3,4,5,2,3,22,8,2
593,25,"Female","Abitur",6,6,4,2,7,2,5,1,1,1,3,1,4,3,1,1,2,25,5
595,21,"Female","Abitur",5,6,5,2,7,4,2,2,2,4,3,1,5,5,2,2,8,3,-8
596,25,"Female","Abitur",6,5,6,1,7,3,2,4,2,2,2,2,6,5,2,1,5,3,8
597,23,"Female","Abitur",5,4,3,4,6,5,4,6,2,3,5,2,2,2,3,4,10,13,3
598,21,"Male","Abitur",7,7,6,1,7,3,1,1,2,2,2,1,5,4,1,1,20,6,8
599,21,"Female","Abitur",4,3,2,2,7,5,5,4,2,2,4,2,3,2,1,3,3,15,-2
600,28,"Female","Abitur",4,5,3,1,4,1,1,2,1,2,1,1,2,2,1,1,10,10,10
601,32,"Male","Abitur",6,6,2,2,6,3,2,3,2,3,2,1,5,5,2,3,16,0,-6
602,23,"Male","Abitur",6,6,4,1,5,5,2,3,1,2,4,2,3,3,1,1,17,21,6
603,23,"Female","Abitur",5,5,4,2,5,2,3,5,3,4,4,3,3,4,3,4,9,16,-1
606,22,"Female","Abitur",7,7,5,2,7,2,3,6,6,6,5,5,5,3,6,6,8,13,5
607,24,"Male","Abitur",6,6,5,3,5,2,2,2,1,2,2,2,5,4,2,1,18,12,4
608,26,"Male","Abitur",6,5,5,6,6,4,3,4,1,2,2,1,2,4,2,2,15,4,-3
609,21,"Female","Abitur",6,6,5,1,7,4,5,4,2,5,4,1,4,3,1,4,7,10,-2
610,23,"Male","Abitur",6,6,5,2,7,5,2,2,1,2,1,2,4,4,3,2,14,-5,-4
611,22,"Female","Abitur",7,5,5,1,7,2,2,4,6,2,3,4,5,5,4,2,9,-1,-2
612,25,"Male","Abitur",7,5,4,2,6,5,1,4,1,2,3,1,5,4,1,1,16,10,1
613,25,"Female","Abitur",5,6,3,1,6,4,4,3,1,4,2,1,3,3,2,4,12,8,-11
616,26,"Male","Abitur",6,4,4,2,6,5,4,4,2,1,1,5,5,5,4,2,12,6,-3
617,19,"Male","Abitur",5,6,3,1,7,2,2,5,1,2,2,2,4,5,1,1,15,30,14
618,29,"Male","Abitur",6,3,4,2,4,4,2,5,1,2,2,2,3,4,4,3,12,1,-11
621,23,"Male","Abitur",7,7,6,1,7,5,1,1,1,2,2,1,3,4,1,1,13,26,4
622,20,"Female","Abitur",2,3,4,2,7,4,2,4,4,6,4,2,2,4,1,1,4,1,-2
623,23,"Female","Abitur",5,7,6,1,7,1,1,5,2,1,1,3,5,1,1,1,2,-10,-2
624,20,"Male","Abitur",6,5,4,2,6,3,2,5,2,5,3,3,4,3,3,3,8,14,1
625,27,"Female","Abitur",6,5,6,2,5,3,2,4,2,2,3,2,5,3,1,2,19,31,-1
626,25,"Male","Abitur",6,6,5,2,6,3,1,2,2,3,2,2,6,5,2,2,7,3,-5
627,29,"Male","Abitur",5,4,5,4,7,2,4,5,1,2,4,7,4,5,2,2,8,-2,3
628,25,"Male","Abitur",6,5,4,2,6,3,2,4,1,2,3,1,6,4,2,2,8,19,12
629,24,"Female","Abitur",6,3,1,5,5,7,4,3,3,6,5,5,2,2,3,4,5,-3,-5
630,25,"Male","Abitur",7,5,7,1,7,2,4,3,6,6,6,2,3,2,1,1,13,-15,-21
631,22,"Female","Abitur",5,3,3,2,6,6,4,5,5,4,4,2,3,1,2,3,4,-15,-9
634,27,"Male","Abitur",6,5,4,3,6,1,2,3,1,2,2,3,4,4,2,2,16,28,14
635,25,"Male","Abitur",5,5,3,3,7,5,3,3,5,4,3,2,3,3,1,1,6,-9,-5
639,20,"Female","Abitur",4,3,3,3,4,4,4,5,4,5,5,5,2,2,1,2,2,-8,4
641,24,"Female","Abitur",6,5,6,2,7,5,2,3,1,2,1,1,6,4,1,2,6,7,-2
642,27,"Male","Abitur",2,6,1,2,7,2,2,1,5,4,5,4,3,5,5,4,11,19,7
643,25,"Female","Abitur",3,4,4,3,5,5,4,4,2,6,3,3,3,3,3,3,2,16,-2
644,24,"Male","Abitur",6,6,6,1,6,4,3,2,4,5,2,3,3,4,2,3,12,-17,-12
645,22,"Male","Abitur",7,7,7,4,7,1,1,1,1,1,1,1,4,1,1,1,13,5,-11
646,22,"Female","Abitur",2,6,3,1,5,7,1,3,1,4,2,1,2,3,1,2,9,19,16
648,23,"Male","Abitur",1,3,3,3,4,5,4,6,3,3,4,3,4,5,3,2,12,19,0
649,24,"Female","Abitur",2,2,2,2,5,6,2,3,2,3,5,1,1,2,1,2,2,-18,-9
650,23,"Male","Abitur",6,6,5,2,7,3,2,2,1,3,6,3,6,5,1,2,10,-2,1
651,20,"Male","Abitur",6,5,5,2,6,3,2,2,1,1,1,1,5,2,3,2,22,28,19
653,28,"Male","Abitur",6,7,6,2,7,5,1,1,2,6,3,2,6,6,2,2,9,28,6
654,33,"Female","Abitur",6,6,5,2,6,2,2,2,1,3,2,1,5,3,2,2,10,-8,1
655,21,"Female","Abitur",6,6,6,2,6,4,2,4,3,5,4,2,3,3,1,3,7,20,1
656,31,"Male","Abitur",5,4,2,1,7,6,4,3,1,3,2,2,1,2,1,1,5,-19,-11
659,28,"Female","Abitur",5,4,5,3,5,5,4,3,3,5,4,3,5,3,2,2,0,-14,-18
661,28,"Female","Abitur",6,4,5,2,6,2,3,3,2,3,2,2,5,3,3,3,10,11,13
662,23,"Female","Abitur",3,4,5,3,3,6,3,2,1,4,5,1,2,4,1,2,4,0,-3
663,50,"Male","Abitur",6,6,5,2,6,4,1,2,4,2,2,2,6,6,1,1,11,12,-7
664,22,"Female","Abitur",5,3,2,3,4,2,4,6,2,7,3,5,2,1,5,4,2,-11,-2
665,24,"Male","Abitur",5,5,4,2,6,4,3,5,7,5,5,4,3,4,1,1,2,-1,-11
666,22,"Female","Abitur",6,5,1,4,6,2,1,4,7,2,4,2,4,2,1,1,9,21,9
667,30,"Female","Abitur",7,7,7,1,7,1,1,1,1,1,1,1,7,7,1,1,12,-25,-7
668,20,"Female","Abitur",7,6,5,2,7,1,1,3,1,1,4,2,7,6,1,1,13,17,5
671,26,"Female","Abitur",5,5,4,3,7,2,3,4,1,3,2,2,4,4,2,3,7,16,6
672,32,"Male","Abitur",6,6,6,1,7,1,3,2,2,2,2,2,5,4,2,2,17,29,19
673,21,"Female","Abitur",7,4,5,1,6,4,1,2,1,2,1,1,5,5,2,2,9,26,-1
675,24,"Male","Abitur",3,3,5,3,5,5,4,3,3,3,3,3,5,5,5,5,18,13,10
677,23,"Female","Abitur",6,6,5,1,7,1,1,2,1,3,1,1,6,6,1,1,14,54,22
678,25,"Female","Abitur",6,4,6,2,7,5,5,7,5,4,5,3,3,3,1,2,6,4,0
679,22,"Female","Abitur",7,2,3,4,1,4,6,5,7,3,6,1,3,4,6,5,13,5,-3
681,19,"Female","Abitur",3,3,3,4,5,6,3,4,2,4,5,3,3,4,4,3,5,3,1
683,20,"Female","Abitur",6,4,4,5,6,4,4,4,1,2,2,6,5,4,3,5,10,-3,-6
684,21,"Female","Abitur",5,5,3,2,6,3,2,3,3,3,3,3,5,3,1,2,1,-2,7
685,26,"Male","Abitur",4,5,3,3,4,5,4,6,5,7,5,5,3,3,5,6,4,-3,-3
688,23,"Male","Abitur",4,5,3,3,5,4,4,5,4,4,3,4,4,5,1,5,12,6,-7
691,24,"Male","Abitur",6,7,7,1,7,4,1,1,1,1,1,1,1,1,1,1,7,-6,-16
692,24,"Female","Abitur",7,5,5,2,4,5,2,4,7,1,1,1,5,4,1,1,7,9,1
693,20,"Female","Abitur",3,3,3,5,6,4,2,3,2,2,4,2,3,2,1,2,16,1,0
694,28,"Female","Abitur",6,6,5,1,7,2,1,2,1,1,1,1,6,5,1,1,19,46,18
696,23,"Male","Abitur",6,5,6,2,6,6,2,2,2,2,3,2,3,4,3,3,8,12,0
697,20,"Female","Abitur",6,5,5,3,6,7,2,5,4,4,5,3,3,2,2,2,5,6,-11
698,31,"Male","Abitur",7,4,4,1,6,3,4,2,1,1,3,4,2,4,1,1,16,7,3
699,20,"Female","Abitur",5,5,2,1,6,4,5,3,2,4,1,4,3,4,3,3,6,16,1
700,23,"Female","Abitur",6,6,6,7,7,4,3,3,2,3,2,3,4,4,3,3,12,22,6
701,19,"Female","Abitur",5,4,5,2,6,4,3,4,2,4,4,2,4,2,1,2,6,9,1
702,20,"Male","Abitur",6,6,4,1,7,4,2,6,2,2,3,1,2,1,3,2,14,24,12
703,33,"Male","Abitur",7,6,6,2,6,5,2,2,2,3,2,1,5,6,1,1,6,-13,2
704,23,"Male","Abitur",5,4,4,4,7,3,4,2,2,3,4,2,4,2,4,2,8,1,-9
706,21,"Female","Abitur",4,4,3,2,3,6,4,6,5,7,3,5,4,2,6,5,3,-15,-15
707,27,"Male","Abitur",5,6,3,3,6,4,2,7,2,2,5,3,3,4,3,2,16,12,4
710,23,"Female","Abitur",6,4,6,3,7,1,2,3,5,1,4,5,3,1,5,5,9,0,12
711,20,"Female","Abitur",6,6,4,5,7,3,4,2,2,2,2,2,4,1,2,2,9,10,-3
712,20,"Female","Abitur",4,5,5,2,4,4,3,3,4,3,2,2,3,3,1,2,2,-4,-2
714,22,"Female","Abitur",6,3,5,4,5,4,3,6,4,4,4,2,5,4,2,2,5,-11,-10
715,28,"Female","Abitur",5,5,5,2,5,3,2,3,1,2,1,1,5,6,1,3,6,11,6
716,28,"Male","Abitur",4,3,2,4,3,6,6,7,4,6,4,4,2,1,3,2,11,-17,-12
718,25,"Male","Abitur",5,3,7,2,7,2,2,3,5,5,2,3,5,5,3,3,5,-3,-4
719,19,"Male","Abitur",6,6,6,1,7,3,3,3,1,1,3,1,5,4,3,4,20,41,11
721,24,"Male","Abitur",7,6,6,1,7,2,1,2,4,3,2,2,6,2,1,1,16,28,15
724,23,"Female","Abitur",6,4,1,1,7,5,1,1,1,1,2,1,5,4,2,2,13,21,13
727,29,"Female","Abitur",7,6,4,2,4,5,2,6,1,4,4,2,6,4,1,1,19,31,11
728,24,"Male","Abitur",6,5,5,2,7,3,2,3,5,5,2,5,3,4,1,3,6,3,-3
729,24,"Female","Abitur",4,5,3,3,5,3,2,5,5,5,3,2,4,2,5,5,7,-3,-8
730,21,"Female","Abitur",6,4,6,2,5,2,2,3,3,4,3,2,5,4,1,1,6,9,11
731,21,"Male","Abitur",7,6,7,1,7,3,1,3,2,2,2,2,7,5,1,1,18,30,23
734,29,"Male","Abitur",3,4,4,1,6,7,6,3,4,3,5,6,4,3,2,2,3,1,-8
736,23,"Male","Abitur",7,6,6,3,7,5,4,5,3,5,4,3,5,4,2,2,6,2,-1
737,28,"Male","Abitur",7,6,6,2,4,3,3,3,2,3,3,2,5,4,3,3,10,22,-6
739,25,"Female","Abitur",3,3,3,1,6,2,2,3,2,3,5,4,3,1,1,1,2,-8,-7
740,25,"Male","Abitur",6,4,3,3,7,4,5,2,5,7,2,3,4,5,2,3,10,-12,-9
741,20,"Female","Abitur",6,6,5,1,7,3,3,3,2,3,3,3,4,3,2,2,12,17,1
742,22,"Female","Abitur",6,5,3,1,7,4,3,3,3,3,4,5,4,4,2,2,13,11,13
743,29,"Female","Abitur",5,6,7,4,5,2,3,3,2,6,2,5,5,2,1,3,11,-1,4
744,26,"Female","Abitur",5,4,7,1,7,3,2,4,3,5,2,1,6,4,3,1,3,-28,-3
745,20,"Male","Abitur",7,7,5,3,6,6,3,4,5,3,7,6,1,1,2,2,5,-4,-10
746,34,"Female","Abitur",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,0,0
748,41,"Male","Abitur",6,5,5,6,6,2,3,2,2,2,4,3,4,4,1,1,20,24,9
750,24,"Male","Abitur",5,5,5,5,5,6,3,4,2,4,3,2,4,4,2,3,2,-5,-1
751,25,"Female","Abitur",6,6,4,2,4,2,5,4,1,3,3,1,4,4,3,2,4,-2,-4
752,23,"Female","Abitur",6,4,5,2,7,4,2,3,2,5,1,2,4,5,2,5,6,6,0
753,37,"Female","Abitur",7,7,7,2,7,3,1,1,1,2,2,1,6,4,1,1,10,33,13
754,21,"Female","Abitur",5,4,4,4,7,4,4,6,1,6,2,2,4,1,3,3,9,-2,-5
756,23,"Male","Abitur",7,4,6,1,6,2,4,4,4,2,4,4,2,1,4,1,14,10,1
757,23,"Female","Abitur",6,4,1,2,3,2,4,3,1,2,1,1,4,4,2,2,13,2,3
759,22,"Female","Abitur",6,5,5,2,6,4,2,3,1,5,3,1,5,5,2,2,13,0,3
760,26,"Male","Abitur",7,5,4,2,4,3,3,1,2,2,2,2,5,7,3,3,12,4,-8
761,25,"Female","Abitur",5,6,5,3,5,6,3,6,6,3,4,6,3,4,3,3,9,13,4
762,20,"Male","Abitur",6,7,6,1,7,4,2,2,6,2,1,1,3,6,3,3,12,21,-2
763,28,"Male","Abitur",7,7,6,1,7,5,1,4,2,2,2,1,4,5,1,1,2,-9,-15
767,23,"Male","Abitur",6,4,5,2,5,1,2,4,3,3,2,1,2,3,3,5,12,3,7
771,22,"Female","Abitur",5,4,3,2,5,3,3,4,1,3,1,2,4,2,1,1,8,7,4
772,24,"Female","Other",6,3,2,3,5,2,3,3,3,6,1,3,3,5,1,1,11,0,-4
773,20,"Male","Abitur",6,7,5,1,7,2,1,2,2,2,2,2,4,4,2,2,8,23,9
775,22,"Male","Abitur",6,4,4,1,5,3,2,1,1,2,2,2,5,4,2,2,15,15,3
777,23,"Female","Abitur",5,5,2,1,5,2,1,1,1,1,1,1,1,1,2,1,14,16,12
